entity_type,layer,start_x,start_y,start_z,end_x,end_y,end_z,center_x,center_y,radius,vertices,vertex_count,closed,start_angle,end_angle,text,insert_x,insert_y
LWPOLYLINE,Muebles objetos y demas,,,,,,,,,,"[[32.3869, 18.4354], [31.4627, 18.4354], [31.4627, 18.8692], [32.3869, 18.8692]]",4.0,True,,,,,
LWPOLYLINE,Muebles objetos y demas,,,,,,,,,,"[[32.3869, 18.9592], [31.4627, 18.9592], [31.4627, 19.393], [32.3869, 19.393]]",4.0,True,,,,,
LINE,Ventanas,29.2218,19.8191,0.0,29.2218,19.5991,0.0,,,,,,,,,,,
LWPOLYLINE,Ventanas,,,,,,,,,,"[[27.5518, 19.8191], [29.2218, 19.8191], [29.2218, 19.7267], [27.5518, 19.7267]]",4.0,True,,,,,
LINE,Ventanas,29.2218,19.7735,0.0,27.5518,19.7735,0.0,,,,,,,,,,,
LINE,Ventanas,27.3118,20.8418,0.0,27.5518,20.8418,0.0,,,,,,,,,,,
LWPOLYLINE,Ventanas,,,,,,,,,,"[[27.5518, 20.8418], [27.5518, 19.8191], [27.4594, 19.8191], [27.4594, 20.8418]]",4.0,True,,,,,
LINE,Ventanas,27.5518,19.8191,0.0,27.5518,20.8418,0.0,,,,,,,,,,,
LINE,Ventanas,27.5062,20.8418,0.0,27.5062,19.8191,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,30.7743,18.9691,0.4626,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,30.6684,19.0352,0.4362,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,30.6551,19.0352,0.4984,,,,,,,,
INSERT,Muebles objetos y demas,,,,,,,,,,,,,,,,,
LINE,Muebles objetos y demas,30.6684,19.0352,0.0,31.0837,18.4142,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,29.805,18.811,0.2191,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,29.805,18.8421,0.2166,,,,,,,,
LINE,Muebles objetos y demas,29.5445,18.8004,0.0,29.8267,18.8004,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.8267,18.8004,0.0,30.072,18.9279,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.8267,18.8004,0.0,30.0585,18.6863,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.8267,18.8004,0.0,29.5781,18.9904,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,24.7782,22.5103,0.2191,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,24.7782,22.5413,0.2166,,,,,,,,
LINE,Muebles objetos y demas,24.5177,22.4997,0.0,24.7999,22.4997,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,24.7999,22.4997,0.0,25.0451,22.6272,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,24.7999,22.4997,0.0,25.0317,22.3856,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,24.7999,22.4997,0.0,24.5513,22.6897,0.0,,,,,,,,,,,
INSERT,Muebles objetos y demas,,,,,,,,,,,,,,,,,
INSERT,Muebles objetos y demas,,,,,,,,,,,,,,,,,
INSERT,0,,,,,,,,,,,,,,,,,
INSERT,0,,,,,,,,,,,,,,,,,
INSERT,0,,,,,,,,,,,,,,,,,
INSERT,0,,,,,,,,,,,,,,,,,
INSERT,0,,,,,,,,,,,,,,,,,
LINE,Puertas,27.3518,28.4593,0.0,27.3518,28.5093,0.0,,,,,,,,,,,
LINE,Puertas,27.3518,28.5093,0.0,26.5518,28.5093,0.0,,,,,,,,,,,
LINE,Puertas,26.5518,28.5093,0.0,26.5518,28.4593,0.0,,,,,,,,,,,
LINE,Puertas,26.5518,28.4593,0.0,27.3518,28.4593,0.0,,,,,,,,,,,
ARC,Puertas,,,,,,,27.4488,28.2752,0.9271,,,,96.0057,165.3691,,,
LINE,Puertas,29.2918,29.1171,0.0,29.2918,29.0671,0.0,,,,,,,,,,,
LINE,Puertas,29.2918,29.0671,0.0,30.0918,29.0671,0.0,,,,,,,,,,,
LINE,Puertas,30.0918,29.0671,0.0,30.0918,29.1171,0.0,,,,,,,,,,,
LINE,Puertas,30.0918,29.1171,0.0,29.2918,29.1171,0.0,,,,,,,,,,,
ARC,Puertas,,,,,,,29.2513,29.1649,0.8462,,,,272.7427,353.3661,,,
LINE,Puertas,27.3518,27.6013,0.0,27.3518,27.5513,0.0,,,,,,,,,,,
LINE,Puertas,27.3518,27.5513,0.0,26.5518,27.5513,0.0,,,,,,,,,,,
LINE,Puertas,26.5518,27.5513,0.0,26.5518,27.6013,0.0,,,,,,,,,,,
LINE,Puertas,26.5518,27.6013,0.0,27.3518,27.6013,0.0,,,,,,,,,,,
ARC,Puertas,,,,,,,27.3057,27.5538,0.754,,,,180.1962,273.4991,,,
LINE,Puertas,27.5518,23.427,0.0,27.5518,23.367,0.0,,,,,,,,,,,
LINE,Puertas,27.5518,23.367,0.0,28.4518,23.367,0.0,,,,,,,,,,,
LINE,Puertas,28.4518,23.367,0.0,28.4518,23.427,0.0,,,,,,,,,,,
LINE,Puertas,28.4518,23.427,0.0,27.5518,23.427,0.0,,,,,,,,,,,
ARC,Puertas,,,,,,,27.5055,23.4787,0.9529,,,,272.7839,353.2662,,,
LWPOLYLINE,Ventanas,,,,,,,,,,"[[31.0718, 23.9491], [31.0718, 25.2991], [31.1641, 25.2991], [31.1641, 23.9491]]",4.0,True,,,,,
LINE,0,31.0718,25.3491,0.0,31.0718,25.3491,0.0,,,,,,,,,,,
LINE,Ventanas,31.0718,23.9491,0.0,31.2918,23.9491,0.0,,,,,,,,,,,
LINE,Muros,31.0718,25.3491,0.0,31.2918,25.3491,0.0,,,,,,,,,,,
LINE,Ventanas,31.118,25.2991,0.0,31.118,23.9491,0.0,,,,,,,,,,,
LWPOLYLINE,Ventanas,,,,,,,,,,"[[31.0718, 26.3371], [31.0718, 26.7371], [31.1641, 26.7371], [31.1641, 26.3371]]",4.0,True,,,,,
LINE,Ventanas,31.0718,26.7371,0.0,31.2918,26.7371,0.0,,,,,,,,,,,
LINE,Ventanas,31.0718,26.3371,0.0,31.2918,26.3371,0.0,,,,,,,,,,,
LINE,Ventanas,31.118,26.7371,0.0,31.118,26.3371,0.0,,,,,,,,,,,
LWPOLYLINE,Ventanas,,,,,,,,,,"[[31.0718, 28.6671], [31.0718, 29.0671], [31.1641, 29.0671], [31.1641, 28.6671]]",4.0,True,,,,,
LINE,Ventanas,31.0718,29.0671,0.0,31.2918,29.0671,0.0,,,,,,,,,,,
LINE,Ventanas,31.0718,28.6671,0.0,31.2918,28.6671,0.0,,,,,,,,,,,
LINE,Ventanas,31.118,29.0671,0.0,31.118,28.6671,0.0,,,,,,,,,,,
LINE,Ventanas,28.3718,29.3571,0.0,27.5718,29.3571,0.0,,,,,,,,,,,
LINE,Ventanas,27.5718,29.1971,0.0,28.3718,29.1971,0.0,,,,,,,,,,,
LINE,Ventanas,28.3718,29.3571,0.0,28.3218,29.3571,0.0,,,,,,,,,,,
LINE,Ventanas,28.3218,29.2771,0.0,28.3218,29.1971,0.0,,,,,,,,,,,
LINE,Ventanas,27.5718,29.3571,0.0,27.6218,29.3571,0.0,,,,,,,,,,,
LINE,Ventanas,27.6218,29.3571,0.0,27.6218,29.1971,0.0,,,,,,,,,,,
LINE,Ventanas,28.3218,29.2771,0.0,27.6218,29.2771,0.0,,,,,,,,,,,
LINE,Ventanas,28.3218,29.2771,0.0,28.3218,29.3571,0.0,,,,,,,,,,,
LINE,Ventanas,28.3218,29.3171,0.0,27.6218,29.3171,0.0,,,,,,,,,,,
ARC,Ventanas,,,,,,,27.5718,29.3571,0.8,,,,0.0,90.0,,,
LINE,Muebles objetos y demas,30.6684,19.0352,0.0,30.6684,18.599,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,33.0547,33.4919,0.8581,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,32.8583,33.6145,0.8091,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,32.8338,33.6145,0.9244,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,33.2806,32.5677,0.4626,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,33.1747,32.6338,0.4362,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,33.1615,32.6338,0.4984,,,,,,,,
LINE,Muebles objetos y demas,33.1747,32.6338,0.0,33.59,32.0128,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,33.1747,32.6338,0.0,33.1747,32.1976,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,32.8583,33.6145,0.0,33.9172,34.222,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,32.8583,33.6145,0.0,31.8476,34.2371,0.0,,,,,,,,,,,
LINE,Ventanas,24.5669,31.477,0.0,25.7218,31.477,0.0,,,,,,,,,,,
LINE,Muros,24.5169,31.477,0.0,24.5169,31.587,0.0,,,,,,,,,,,
LINE,Ventanas,24.5669,31.532,0.0,25.7218,31.532,0.0,,,,,,,,,,,
LINE,Ventanas,24.5669,31.367,0.0,24.5669,31.587,0.0,,,,,,,,,,,
LINE,Ventanas,25.7228,31.587,0.0,25.7228,31.367,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,31.2918,25.3991,0.0,34.0018,25.3991,0.0,,,,,,,,,,,
LINE,Medianeras,24.1318,23.827,0.0,24.1318,14.516,0.0,,,,,,,,,,,
LINE,Medianeras,34.2004,14.4109,0.0,34.2074,35.1138,0.0,,,,,,,,,,,
LINE,Medianeras,24.1318,35.117,0.0,34.1993,35.1138,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,31.0718,27.0449,0.0,29.0718,27.0449,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.4718,27.0449,0.0,30.4718,27.6371,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.0718,27.0449,0.0,29.0718,27.6371,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.4718,27.0549,0.0,29.0718,27.0549,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.0718,27.1064,0.0,28.4718,27.1064,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.4718,27.3718,0.0,28.7464,27.3718,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.0718,27.3718,0.0,28.7971,27.3718,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.7718,27.6371,0.0,28.7718,27.3971,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.7718,27.1064,0.0,28.7718,27.3464,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.7718,27.3718,0.0254,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.6243,27.5033,0.08,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.623,27.5031,0.0159,,,,,,,,
LINE,Muebles objetos y demas,28.6101,27.5124,0.0,28.5418,27.5567,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6729,27.4241,0.0,28.6323,27.4902,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6103,27.4936,0.0,28.5542,27.438,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6288,27.5179,0.0,28.6463,27.5911,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6387,27.5031,0.0,28.7224,27.5151,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.9244,27.5033,0.08,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.923,27.5031,0.0159,,,,,,,,
LINE,Muebles objetos y demas,28.9102,27.5124,0.0,28.8419,27.5567,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9729,27.4241,0.0,28.9323,27.4902,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9103,27.4936,0.0,28.8542,27.438,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9288,27.5179,0.0,28.9463,27.5911,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9388,27.5031,0.0,29.0224,27.5151,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.6243,27.241,0.08,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.623,27.2408,0.0159,,,,,,,,
LINE,Muebles objetos y demas,28.6101,27.2502,0.0,28.5418,27.2944,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6729,27.1618,0.0,28.6323,27.228,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6103,27.2313,0.0,28.5542,27.1757,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6288,27.2556,0.0,28.6463,27.3288,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.6387,27.2408,0.0,28.7224,27.2528,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.931,27.241,0.08,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,28.9297,27.2408,0.0159,,,,,,,,
LINE,Muebles objetos y demas,28.9168,27.2502,0.0,28.8485,27.2944,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9795,27.1618,0.0,28.9389,27.228,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9169,27.2313,0.0,28.8609,27.1757,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9354,27.2556,0.0,28.953,27.3288,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,28.9454,27.2408,0.0,29.029,27.2528,0.0,,,,,,,,,,,
LWPOLYLINE,Muebles objetos y demas,,,,,,,,,,"[[30.5447, 27.4601], [30.9902, 27.4601], [30.9902, 27.0888], [30.5447, 27.0888]]",4.0,True,,,,,
LINE,Muebles objetos y demas,30.4718,27.5538,0.0,31.0718,27.5538,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.9221,27.4239,0.0,29.9987,27.4239,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.036,27.4239,0.0,30.2436,27.4239,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.8945,27.1545,0.0,29.8942,27.3952,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.2682,27.3992,0.0,30.2683,27.1584,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.2427,27.1298,0.0,29.9238,27.1294,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,29.9238,27.3944,0.0296,,,,86.6255,181.6453,,,
ARC,Muebles objetos y demas,,,,,,,30.2376,27.3933,0.0312,,,,10.8121,78.8538,,,
ARC,Muebles objetos y demas,,,,,,,30.239,27.1588,0.0293,,,,277.3181,359.2692,,,
ARC,Muebles objetos y demas,,,,,,,29.9238,27.159,0.0297,,,,188.8909,272.3159,,,
LINE,Muebles objetos y demas,30.0831,27.4239,0.0,30.0834,27.1296,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,30.069,27.4569,0.033,,,,235.833,198.797,,,
LINE,Muebles objetos y demas,30.0378,27.4463,0.0,30.0598,27.4509,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.0602,27.4334,0.0,29.9892,27.4056,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.9832,27.4151,0.0,30.0378,27.4463,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.0598,27.4509,0.0,30.0598,27.4333,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,29.9862,27.4103,0.0056,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,30.0833,27.274,0.0239,,,,,,,,
HATCH,Muebles objetos y demas,,,,,,,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,25.6231,33.151,0.5816,,,,,,,,
HATCH,Muebles objetos y demas,,,,,,,,,,,,,,,,,
LINE,Muebles objetos y demas,25.6371,33.7137,0.0,26.056,33.1485,0.0,,,,,,,,,,,
LINE,0,25.3683,32.6996,0.0,25.906,32.6996,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,25.906,32.6996,0.0,25.906,33.1485,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,25.906,33.1485,0.0,26.056,33.1485,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,25.6371,33.7137,0.0,25.2183,33.1485,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,25.3683,32.6996,0.0,25.3683,33.1485,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,25.3683,33.1485,0.0,25.2183,33.1485,0.0,,,,,,,,,,,
LINE,Medianeras,23.7859,15.2992,0.0,34.6131,15.2975,0.0,,,,,,,,,,,
LINE,Medianeras,23.625,15.0992,0.0,34.6131,15.0975,0.0,,,,,,,,,,,
LWPOLYLINE,0,,,,,,,,,,"[[24.3919, 15.8844], [25.2331, 15.8844], [25.2331, 15.2991], [24.3919, 15.2991]]",4.0,True,,,,,
CIRCLE,0,,,,,,,24.9373,15.5925,0.8581,,,,,,,,
CIRCLE,0,,,,,,,24.7409,15.7151,0.8091,,,,,,,,
CIRCLE,0,,,,,,,24.7163,15.7151,0.9244,,,,,,,,
LINE,0,24.7409,15.7332,0.0,24.3137,16.5652,0.0,,,,,,,,,,,
LINE,0,24.7409,15.7332,0.0,23.7302,16.3557,0.0,,,,,,,,,,,
LINE,Puertas,31.0718,26.2171,0.0,30.3918,26.2171,0.0,,,,,,,,,,,
LINE,Puertas,30.3918,26.2171,0.0,30.3918,26.2671,0.0,,,,,,,,,,,
LINE,Puertas,30.3918,26.2671,0.0,31.0718,26.2671,0.0,,,,,,,,,,,
LINE,Puertas,30.4589,26.2671,0.0,30.4589,26.312,0.0,,,,,,,,,,,
LINE,0,30.4589,26.312,0.0,30.4689,26.312,0.0,,,,,,,,,,,
LINE,Puertas,30.4689,26.312,0.0,30.4689,26.2671,0.0,,,,,,,,,,,
MTEXT,0,,,,,,,,,,,,,,,"\pxt0.30226,0.81479,0.89364;DORMITORIO",24.8134,25.7416
MTEXT,0,,,,,,,,,,,,,,,^I{\H0.08x;COMEDOR},28.4718,26.6813
MTEXT,0,,,,,,,,,,,,,,,\pxt0.39753;ESTAR ,28.6501,21.0438
MTEXT,0,,,,,,,,,,,,,,,COCHERA\PDESCUBIERTA,31.6951,22.8958
MTEXT,0,,,,,,,,,,,,,,,"\pxt0.30226,0.81479,0.89364;DORMITORIO",24.8379,30.2566
MTEXT,0,,,,,,,,,,,,,,,COCINA,28.7599,26.4795
MTEXT,0,,,,,,,,,,,,,,,BAÑO,30.1116,29.0567
MTEXT,0,,,,,,,,,,,,,,,PATIO,29.2378,32.607
MTEXT,0,,,,,,,,,,,,,,,PROYECCION,26.1718,21.8711
MTEXT,0,,,,,,,,,,,,,,,ALERO,26.1713,22.685
MTEXT,0,,,,,,,,,,,,,,,"\pxr6.8039,t1,2;{\H0.04x;MURO h: 1.00m} ",21.9937,17.8626
MTEXT,0,,,,,,,,,,,,,,,"\pxr6.8039,t1,2;{\H0.04x;MURO h: 2.00m} ",21.9937,33.7023
LINE,Muebles objetos y demas,27.5718,29.8653,0.0,31.2918,29.8653,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,31.2918,29.3571,0.0,31.2918,29.8653,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.4378,29.8653,0.0,29.4378,29.7653,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.4841,29.8653,0.0,29.4841,29.9653,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.4194,27.8371,0.0,29.4194,28.1404,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.7194,27.8371,0.0,29.7194,28.1404,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.4194,27.8371,0.0,29.4194,28.1404,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.4194,27.8371,0.0,29.4194,28.1404,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,29.5694,28.1325,0.1502,,,,3.0218,176.9782,,,
ARC,Muebles objetos y demas,,,,,,,29.5694,28.1266,0.1208,,,,6.5682,173.4318,,,
LINE,Muebles objetos y demas,29.6894,27.8371,0.0,29.6894,28.1404,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.4494,27.8371,0.0,29.4494,28.1404,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.4494,27.913,0.0,29.6894,27.913,0.0,,,,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,29.5021,27.8741,0.0162,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,29.6319,27.8741,0.0162,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,29.5659,27.8463,0.0091,,,,,,,,
LINE,Muebles objetos y demas,29.5694,27.913,0.0,29.5694,28.2478,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.501,27.9448,0.0,29.6436,27.9448,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.4866,27.8371,0.0,30.4866,29.1371,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.2334,27.944,0.0,29.9272,27.944,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.9057,27.924,0.0,29.9057,27.8371,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,29.9306,27.9187,0.0255,,,,97.7287,167.9116,,,
LINE,Muebles objetos y demas,29.9057,27.924,0.0,29.9057,27.8371,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,29.9306,27.9187,0.0255,,,,97.7287,167.9116,,,
LINE,Muebles objetos y demas,30.2618,27.924,0.0,30.2618,27.8371,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,30.2369,27.9187,0.0255,,,,12.0884,97.7287,,,
LINE,Muebles objetos y demas,29.9254,27.9106,0.0,29.9254,27.8371,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,29.9405,27.9098,0.0151,,,,89.8251,176.8807,,,
LINE,Muebles objetos y demas,29.9405,27.9249,0.0,30.2268,27.9249,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.2418,27.9106,0.0,30.2418,27.8371,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,30.2267,27.9098,0.0151,,,,3.1193,90.1749,,,
LINE,Muebles objetos y demas,29.9272,27.9887,0.0,29.9272,28.294,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.2334,27.992,0.0,30.2334,28.294,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.9444,27.944,0.0,29.9272,27.9887,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,30.2132,27.944,0.0,30.2334,27.992,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,30.0803,28.294,0.1531,,,,0.0,180.0,,,
ARC,Muebles objetos y demas,,,,,,,30.0805,28.2974,0.1233,,,,0.6241,181.5989,,,
LINE,Muebles objetos y demas,30.2038,27.944,0.0,30.2038,28.2988,0.0,,,,,,,,,,,
LINE,Muebles objetos y demas,29.9572,27.944,0.0,29.9572,28.294,0.0,,,,,,,,,,,
ARC,Muebles objetos y demas,,,,,,,30.0808,28.1567,0.1305,,,,198.6983,340.5857,,,
CIRCLE,Muebles objetos y demas,,,,,,,29.9909,27.9866,0.0127,,,,,,,,
CIRCLE,Muebles objetos y demas,,,,,,,30.1762,27.9866,0.0127,,,,,,,,
MTEXT,0,,,,,,,,,,,,,,,MESA h: 1.00m,28.6943,25.5043
MTEXT,Muebles objetos y demas,,,,,,,,,,,,,,,N,26.4192,33.3505
LINE,Ventanas,25.7718,31.587,0.0,24.5169,31.587,0.0,,,,,,,,,,,
LINE,Muros,24.5169,31.587,0.0,24.1318,31.587,0.0,,,,,,,,,,,
LINE,Muros,24.5169,31.367,0.0,24.3518,31.367,0.0,,,,,,,,,,,
LINE,Ventanas,25.7522,23.937,0.0,24.4218,23.937,0.0,,,,,,,,,,,
LINE,Ventanas,25.7522,23.992,0.0,24.4218,23.992,0.0,,,,,,,,,,,
LINE,Muros,24.3718,24.047,0.0,24.3518,24.047,0.0,,,,,,,,,,,
LINE,Ventanas,27.5518,20.8918,0.0,27.5518,20.8418,0.0,,,,,,,,,,,
LINE,Ventanas,27.3118,20.8918,0.0,27.3118,19.5991,0.0,,,,,,,,,,,
LINE,Medianeras,24.1318,35.117,0.0,24.1318,31.587,0.0,,,,,,,,,,,
LINE,Ventanas,31.0718,29.1171,0.0,31.0718,28.6171,0.0,,,,,,,,,,,
LINE,Ventanas,31.2918,26.7871,0.0,31.2918,26.2871,0.0,,,,,,,,,,,
LINE,Muros,31.2918,26.2871,0.0,31.2918,25.3491,0.0,,,,,,,,,,,
LINE,Ventanas,29.2218,19.8191,0.0,29.2718,19.8191,0.0,,,,,,,,,,,
LINE,Muros,28.4718,25.8111,0.0,28.3518,25.8111,0.0,,,,,,,,,,,
LINE,Muros,28.4718,25.538,0.0,28.3518,25.538,0.0,,,,,,,,,,,
LINE,Ventanas,31.1641,25.2991,0.0,31.2918,25.2991,0.0,,,,,,,,,,,
LINE,Ventanas,24.4218,24.047,0.0,24.4218,23.827,0.0,,,,,,,,,,,
LINE,Ventanas,24.4218,24.047,0.0,24.3718,24.047,0.0,,,,,,,,,,,
LINE,Ventanas,25.8022,24.047,0.0,25.7522,24.047,0.0,,,,,,,,,,,
LINE,Ventanas,25.7522,24.047,0.0,25.7522,23.827,0.0,,,,,,,,,,,
LWPOLYLINE,Muebles objetos y demas,,,,,,,,,,"[[32.8855, 17.8216], [33.8095, 17.8216], [33.8095, 17.0991], [32.8855, 17.0991]]",4.0,True,,,,,
LWPOLYLINE,Muebles objetos y demas,,,,,,,,,,"[[33.8097, 17.9116], [32.8855, 17.9116], [32.8855, 18.3454], [33.8097, 18.3454]]",4.0,True,,,,,
LWPOLYLINE,Muebles objetos y demas,,,,,,,,,,"[[33.8097, 18.4354], [32.8855, 18.4354], [32.8855, 18.8692], [33.8097, 18.8692]]",4.0,True,,,,,
LWPOLYLINE,Muebles objetos y demas,,,,,,,,,,"[[33.8097, 18.9592], [32.8855, 18.9592], [32.8855, 19.393], [33.8097, 19.393]]",4.0,True,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
DIMENSION,Cotas,,,,,,,,,,,,,,,,,
LINE,Defpoints,34.2074,35.1138,0.0,34.5972,35.1138,0.0,,,,,,,,,,,
LINE,Defpoints,34.1993,35.1138,0.0,34.2074,35.5378,0.0,,,,,,,,,,,
MTEXT,Defpoints,,,,,,,,,,,,,,,EM,34.523,35.317
